Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_True Id,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2
234,0.9916083347986965,40,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Taylor Center for New Experiences,1633 N Hamlin Ave ,,2278551,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'163360647',b'40',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - taylor center for new experiences',b'1633 n hamlin',b'60647',b'2278551',b'',b'head start',b'extended day',b'',b'',b'humboldt park',b'chicago commons association',b'humboldt park',b'',b'',b'',b'',b'nilda vargas',b'yes',b'no',b'yes',"b'2629it(child care it center), 3401ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'vanessa powell',b'',b'08/31/14',b'283654',b'powellv@chicagocommons.org',b'',b'child care'
237,0.999807178131213,41,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Ebenezer,1652 W Foster Ave ,,8789925,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'165260640',b'41',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - ebenezer',b'1652 w foster ave',b'60640',b'8789925',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care'
238,0.8944125568422181,42,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'165360609',b'42',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - paulo freire',b'1653 w 43rd st',b'60609',b'8266260',b'',b'child care',b'half day/full day',b'',b'',b'new city',b'chicago commons association',b'new city',b'',b'',b'',b'',b'jenny seacat',b'yes',b'no',b'yes',"b'2626it(child care it center), 3402ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'nilda vargas',b'',b'02/01/16',b'278793',b'vargasn@chicagocommons.org',b'',b''
239,0.9809588546703814,43,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'170160622',b'43',b'cps_early_childhood_portal_scrape.csv',b'erie neighborhood house - erie community center',b'1701 w superior',b'60622',b'5635800',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'erie neighborhood house',b'west town',b'',b'',b'',b'',b'celena roldan',b'yes',b'no',b'no',"b'2640it(child care it center), 3256ps(hs collaboration with c'",b'www.eriehouse.org',b'cp',b'celena roldan',b'',b'05/31/13',b'293383',b'lfalk@eriehouse.org',b'',b'child care'
243,0.9642181168855721,44,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'171160609',b'2604',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes i',b'1711 w 35th st',b'60609',b'2547700',b'',b'child care',b'extended day',b'',b'',b'mckinley park',b'el valor',b'mckinley park',b'',b'',b'',b'',b'sara matta',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'sara matta',b'',b'',b'',b'',b'',b''
243,0.9642181168855721,45,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'171160609',b'2604',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes i',b'1711 w 35th st',b'60609',b'2547700',b'',b'child care',b'extended day',b'',b'',b'mckinley park',b'el valor',b'mckinley park',b'',b'',b'',b'',b'sara matta',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'sara matta',b'',b'',b'',b'',b'',b''
244,0.8944173738510821,46,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - Pilsen,1711 W Garfield Blvd ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'171160636',b'46',b'cps_early_childhood_portal_scrape.csv',b'childserv west englewood school',b'1711 w garfield blvd',b'60636',b'8677350',b'',b'child care',b'extended day',b'',b'',b'west englewood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
246,0.7903198956124642,47,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'171860608',b'2487',b'cps_early_childhood_portal_scrape.csv',b'el hogar del nino',b'1718 s loomis',b'60608',b'5639796',b'',b'child care',b'extended day',b'',b'',b'lower west side',b'el hogar del nino',b'lower west side',b'',b'',b'',b'',b'aurea de jesus',b'yes',b'no',b'no',"b'4136it(child care it center), 8027ps(hs collaboration with c'",b'www.elhogardelnino.org',b'cp',b'kimberly johnson',b'',b'',b'',b'',b'',b'child care'
246,0.7903198956124642,48,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'171860608',b'2487',b'cps_early_childhood_portal_scrape.csv',b'el hogar del nino',b'1718 s loomis',b'60608',b'5639796',b'',b'child care',b'extended day',b'',b'',b'lower west side',b'el hogar del nino',b'lower west side',b'',b'',b'',b'',b'aurea de jesus',b'yes',b'no',b'no',"b'4136it(child care it center), 8027ps(hs collaboration with c'",b'www.elhogardelnino.org',b'cp',b'kimberly johnson',b'',b'',b'',b'',b'',b'child care'
247,0.9956873930780243,49,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'172360609',b'595',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes ii',b'1723 w 35th st',b'60609',b'5791791',b'',b'child care',b'extended day',b'',b'',b'mckinley park',b'el valor',b'mckinley park',b'',b'',b'',b'',b'laura gonzalez',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'laura gonzalez',b'',b'',b'',b'',b'',b''
247,0.9956873930780243,50,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'172360609',b'595',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes ii',b'1723 w 35th st',b'60609',b'5791791',b'',b'child care',b'extended day',b'',b'',b'mckinley park',b'el valor',b'mckinley park',b'',b'',b'',b'',b'laura gonzalez',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'laura gonzalez',b'',b'',b'',b'',b'',b''
249,0.9122193101061411,51,CPS_Early_Childhood_Portal_scrape.csv, Church of God True Believers - Church of God Day Care,1738 W Marquette Rd ,,4715222,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'173860636',b'51',b'cps_early_childhood_portal_scrape.csv',b'church of god true believers church of god community day care',b'1738 w marquette rd',b'60636',b'4715222',b'',b'child care',b'extended day',b'',b'',b'',b'church of god true believers',b'west englewood',b'',b'',b'',b'',b'rev. sheila sims',b'yes',b'no',b'no',b'7130ps(hs collaboration with childcare)',b'',b'rev. sheila sims',b'rev. sheila sims',b'',b'',b'',b'',b'',b'child care'
251,0.9758505008116288,52,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Rogers Park / LSSI,1754 W Devon Ave ,,2623366,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'175460660',b'2630',b'cps_early_childhood_portal_scrape.csv',b'lutheran social services of illinois - rogers park / lssi',b'1754 w devon ave',b'60660',b'2623366',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'rogers park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'01/31/13',b'557795',b'',b'',b''
255,0.8614879785628041,53,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'181460608',b'53',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - guadalupano family center',b'1814 s paulina',b'60608',b'6663883',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'lower west side',b'chicago commons association',b'lower west side',b'',b'',b'',b'',b'migdalia young',b'yes',b'no',b'yes',"b'2613it(child care it center), 3403ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'esmeralda arroyo',b'',b'09/30/14',b'405263',b'arroyoe@chicagocommons.org',b'',b'child care'
255,0.8614879785628041,54,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'181460608',b'53',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - guadalupano family center',b'1814 s paulina',b'60608',b'6663883',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'lower west side',b'chicago commons association',b'lower west side',b'',b'',b'',b'',b'migdalia young',b'yes',b'no',b'yes',"b'2613it(child care it center), 3403ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'esmeralda arroyo',b'',b'09/30/14',b'405263',b'arroyoe@chicagocommons.org',b'',b'child care'
256,0.9552572984486031,55,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'183460647',b'55',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - mccormick tribune- ymca',b'1834 n lawndale',b'60647',b'2352525',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'ymca of metropolitan chicago',b'logan square',b'',b'',b'',b'',b'maria franco',b'yes',b'yes',b'yes',"b'2697it(child care it center), 7096ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'maria franco',b'',b'11/01/16',b'726298',b'mfranco@ymcachicago.org',b'',b'child care'
265,0.9003471172611075,56,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'190060612',b'57',b'cps_early_childhood_portal_scrape.csv',b'board trustees-city colleges of chicago - malcolm x college',b'1900 w van buren',b'60612',b'8507000',b'',b'child care',b'extended day',b'',b'',b'near west side',b'board trustees-city colleges of chicago',b'near west side',b'',b'',b'',b'',b'ereyne weekes',b'yes',b'no',b'no',"b'7025ps (hs collaboration with childcare & prek), 4385ps(chil'",b'www.ccc.edu',b'phyllis daniels-ward',b'aisha ruther',b'',b'09/30/12',b'277294',b'aruther@ccc.edu',b'',b'child care'
265,0.9003471172611075,57,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'190060612',b'57',b'cps_early_childhood_portal_scrape.csv',b'board trustees-city colleges of chicago - malcolm x college',b'1900 w van buren',b'60612',b'8507000',b'',b'child care',b'extended day',b'',b'',b'near west side',b'board trustees-city colleges of chicago',b'near west side',b'',b'',b'',b'',b'ereyne weekes',b'yes',b'no',b'no',"b'7025ps (hs collaboration with childcare & prek), 4385ps(chil'",b'www.ccc.edu',b'phyllis daniels-ward',b'aisha ruther',b'',b'09/30/12',b'277294',b'aruther@ccc.edu',b'',b'child care'
274,0.999116826000795,58,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'195160608',b'2146',b'cps_early_childhood_portal_scrape.csv',b'el valor - guadalupe reyes children & family center',b'1951 w 19th st',b'60608',b'9972021',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'lower west side',b'',b'',b'',b'',b'lydia marcos',b'yes',b'no',b'yes',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'www.elvalor.org',b'vincent allocco',b'rosa moreno',b'',b'',b'',b'',b'',b'child care'
274,0.999116826000795,59,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'195160608',b'2146',b'cps_early_childhood_portal_scrape.csv',b'el valor - guadalupe reyes children & family center',b'1951 w 19th st',b'60608',b'9972021',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'lower west side',b'',b'',b'',b'',b'lydia marcos',b'yes',b'no',b'yes',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'www.elvalor.org',b'vincent allocco',b'rosa moreno',b'',b'',b'',b'',b'',b'child care'
276,0.9657855084748691,60,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery - North Avenue Day Nursery,2001 W Pierce Ave ,,3424499,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'200160622',b'60',b'cps_early_childhood_portal_scrape.csv',b'north avenue day nursery - north avenue day nursery',b'2001 w pierce',b'60622',b'3424499',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'north avenue day nursery',b'west town',b'',b'',b'',b'',b'steve koll',b'yes',b'no',b'yes',"b'3270ps(hs collaboration with childcare & prek), 2742ps(child'",b'www.nadnkids.org',b'cp',b'steve koll',b'',b'04/30/15',b'274678',b'steven@nadnkids.org',b'',b'child care'
280,0.9185171627822268,61,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'202060608',b'61',b'cps_early_childhood_portal_scrape.csv',b'carole robertson center for learning',b'2020 w roosevelt rd',b'60608',b'2437300',b'(312) 243-1087',b'child care',b'extended day',b'6391-8286-5433-002',b'',b'',b'carole robertson center for learning',b'near west side',b'',b'',b'',b'',b'betty lee',b'no',b'yes',b'no',b'',b'www.crcl.net',b'gail nelson',b'betty lee',b'',b'05/31/14',b'723127',b'youngt@crcl.net',b'',b'child care'
280,0.9185171627822268,62,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'202060608',b'61',b'cps_early_childhood_portal_scrape.csv',b'carole robertson center for learning',b'2020 w roosevelt rd',b'60608',b'2437300',b'(312) 243-1087',b'child care',b'extended day',b'6391-8286-5433-002',b'',b'',b'carole robertson center for learning',b'near west side',b'',b'',b'',b'',b'betty lee',b'no',b'yes',b'no',b'',b'www.crcl.net',b'gail nelson',b'betty lee',b'',b'05/31/14',b'723127',b'youngt@crcl.net',b'',b'child care'
294,0.9925433716002435,63,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'214160616',b'625',b'cps_early_childhood_portal_scrape.csv',b'chinese american service league - chinese american service league',b'2141 s tan ct',b'60616',b'7910418',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'chinese american service league',b'armour square',b'',b'',b'',b'',b'weilian xin',b'yes',b'no',b'yes',"b'3248ps (hs collaboration with childcare & prek), 2771ps (chi'",b'www.caslservice.org',b'esther wong',b'brenda arksey',b'',b'08/31/14',b'209110',b'brenda_arksey@caslservice.org',b'',b''
294,0.9925433716002435,64,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'214160616',b'625',b'cps_early_childhood_portal_scrape.csv',b'chinese american service league - chinese american service league',b'2141 s tan ct',b'60616',b'7910418',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'chinese american service league',b'armour square',b'',b'',b'',b'',b'weilian xin',b'yes',b'no',b'yes',"b'3248ps (hs collaboration with childcare & prek), 2771ps (chi'",b'www.caslservice.org',b'esther wong',b'brenda arksey',b'',b'08/31/14',b'209110',b'brenda_arksey@caslservice.org',b'',b''
293,0.9965432430808832,65,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St ,,2246800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'214160200',b'65',b'cps_early_childhood_portal_scrape.csv',b'first church of love and faith - first church of love & faith annex',b'2141 w 79th st',b'60620',b'2246800',b'',b'child care',b'extended day',b'',b'',b'',b'first church of love and faith',b'auburn gresham',b'',b'',b'',b'',b'conniie guyton',b'yes',b'no',b'no',b'3258ps(hs collaboration with childcare)',b'',b'',b'',b'',b'',b'',b'',b'',b''
309,0.9334241421303658,66,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'232560608',b'66',b'cps_early_childhood_portal_scrape.csv',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'2325 s california ave',b'60608',b'5231629',b'',b'early head start',b'extended day',b'',b'',b'south lawndale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
309,0.9334241421303658,67,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'232560608',b'66',b'cps_early_childhood_portal_scrape.csv',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'2325 s california ave',b'60608',b'5231629',b'',b'early head start',b'extended day',b'',b'',b'south lawndale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
310,0.9601557207649117,68,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'232660616',b'69',b'cps_early_childhood_portal_scrape.csv',b'henry booth house - bernard gentry',b'2326 s dearborn st',b'60616',b'8428557',b'',b'child care',b'extended day',b'',b'',b'near south side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
310,0.9601557207649117,69,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'232660616',b'69',b'cps_early_childhood_portal_scrape.csv',b'henry booth house - bernard gentry',b'2326 s dearborn st',b'60616',b'8428557',b'',b'child care',b'extended day',b'',b'',b'near south side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
312,0.9723650169983653,70,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Kenyatta's Day Care,2334 E 75th ,,2213777,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'233460649',b'2594',b'cps_early_childhood_portal_scrape.csv',"b""kenyatta's day care""",b'2334 e 75th st',b'60649',b'2213777',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'south shore',b'marcy newberry association',b'south shore',b'',b'',b'',b'',b'brenda owens',b'no',b'no',b'no',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
317,0.8123233813981128,71,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hillard House / Henry Booth,2401 S Wabash Ave ,,7919710,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'240160616',b'3166',b'cps_early_childhood_portal_scrape.csv',b'henry booth house - hillard house / henry booth',b'2401 s wabash ave',b'60616',b'7919710',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care'
319,0.9945478429442054,72,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'241460623',b'72',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'2414 s albany ave',b'60623',b'2775888',b'',b'child care',b'half day/full day',b'',b'',b'',b'catholic charities of the archdiocese of chicago',b'south lawndale',b'',b'',b'',b'',b'petra gutierrez',b'yes',b'no',b'yes',"b'2617sa(school age (sa)), 4382ps(hs collaboration with childc'",b'www.catholiccharities.net',b'laura rios',b'petra gutierrez',b'',b'01/31/13',b'486949',b'pgutierr@catholiccharities.net',b'',b'child care'
